iter	CrossEntropy
1512	0.4012579376
1513	0.4012549817
1514	0.4012514229
1515	0.4012483706
1516	0.4012449715
1517	0.4012409952
1518	0.4012375908
1519	0.4012335784
1520	0.4012297507
1521	0.4012259302
1522	0.4012216877
1523	0.4012189814
1524	0.4012151502
1525	0.4012114735
1526	0.4012077059
1527	0.4012053113
1528	0.4012025719
1529	0.4011989878
1530	0.4011945484
1531	0.401191438
1532	0.4011887336
1533	0.4011863402
1534	0.4011847221
1535	0.4011827043
1536	0.4011797735
1537	0.4011767708
1538	0.4011737191
1539	0.4011715395
1540	0.4011685052
1541	0.4011644348
1542	0.4011616087
1543	0.4011586019
1544	0.4011565514
1545	0.4011541479
1546	0.4011498723
1547	0.4011454071
1548	0.4011421973
1549	0.4011386919
1550	0.4011377124
1551	0.4011348092
1552	0.4011321052
1553	0.4011288887
1554	0.4011252317
1555	0.4011234858
1556	0.4011210399
1557	0.4011182076
1558	0.4011135834
1559	0.4011107939
1560	0.4011069005
1561	0.4011040932
1562	0.4011000144
1563	0.4010957057
1564	0.4010927995
1565	0.4010892584
1566	0.4010852056
1567	0.4010818814
1568	0.401079445
1569	0.4010772041
1570	0.4010737935
1571	0.4010703215
1572	0.4010673586
1573	0.4010640999
1574	0.401062568
1575	0.4010613946
1576	0.4010603465
1577	0.4010569893
1578	0.401053899
1579	0.4010501891
1580	0.4010457655
1581	0.4010433092
1582	0.4010399411
1583	0.4010357712
1584	0.4010327378
1585	0.4010308325
1586	0.4010262612
1587	0.4010230467
1588	0.4010187639
1589	0.4010155292
1590	0.4010120282
1591	0.4010094974
1592	0.4010078928
1593	0.4010061715
1594	0.4010041321
1595	0.4010030001
1596	0.4010011467
1597	0.4009982896
1598	0.4009961003
1599	0.400991882
1600	0.4009886656
1601	0.4009854488
1602	0.4009818558
1603	0.4009782141
1604	0.4009737061
1605	0.4009715509
1606	0.4009684128
1607	0.400965244
1608	0.4009635379
1609	0.4009604484
1610	0.4009551369
1611	0.4009516637
1612	0.4009493401
1613	0.4009466988
1614	0.4009442411
1615	0.4009405748
1616	0.4009363609
1617	0.400933161
1618	0.400930104
1619	0.4009290229
1620	0.4009255274
1621	0.4009224751
1622	0.4009194126
1623	0.4009157171
1624	0.4009124954
1625	0.4009091611
1626	0.4009058893
1627	0.4009021737
1628	0.4008995167
1629	0.4008967736
1630	0.400892839
1631	0.4008906868
1632	0.4008869519
1633	0.4008854027
1634	0.4008840765
1635	0.4008795625
1636	0.4008765843
1637	0.4008731588
1638	0.4008717187
1639	0.4008697324
1640	0.4008663439
1641	0.4008627285
1642	0.4008609769
1643	0.400857926
1644	0.4008553328
1645	0.4008514337
1646	0.4008482368
1647	0.4008463181
1648	0.4008427216
1649	0.4008392842
1650	0.4008359694
1651	0.4008335313
1652	0.4008313271
1653	0.4008286448
1654	0.4008263034
1655	0.4008241325
1656	0.4008203792
1657	0.4008162795
1658	0.4008139373
1659	0.4008111269
1660	0.4008078305
1661	0.40080462
1662	0.40080094
1663	0.4007968589
1664	0.4007944439
1665	0.4007919332
1666	0.4007884996
1667	0.4007856276
1668	0.4007839396
1669	0.4007815808
1670	0.4007796075
1671	0.4007756494
1672	0.4007739908
1673	0.4007723467
1674	0.4007693518
1675	0.4007643898
1676	0.4007634929
1677	0.4007609793
1678	0.4007588723
1679	0.40075596
1680	0.4007528812
1681	0.4007494466
1682	0.400747152
1683	0.4007450827
1684	0.4007410713
1685	0.4007379837
1686	0.4007361049
1687	0.4007334397
1688	0.4007307705
1689	0.4007276214
1690	0.4007256463
1691	0.4007227072
1692	0.4007189057
1693	0.4007172857
1694	0.4007144786
1695	0.4007105825
1696	0.4007075838
1697	0.4007048466
1698	0.4007027077
1699	0.400699233
1700	0.4006958914
1701	0.4006937357
1702	0.4006911608
1703	0.4006892117
1704	0.4006862728
1705	0.4006830776
1706	0.4006795021
1707	0.4006764316
1708	0.4006726073
1709	0.4006703489
1710	0.4006675259
1711	0.4006638637
1712	0.4006601576
1713	0.4006562494
1714	0.4006521204
1715	0.4006483396
1716	0.4006445115
1717	0.4006416745
1718	0.4006382916
1719	0.4006355862
1720	0.4006335606
1721	0.4006321825
1722	0.4006296268
1723	0.4006280321
1724	0.4006250139
1725	0.4006219138
1726	0.4006194243
1727	0.4006165566
1728	0.4006154956
1729	0.4006134981
1730	0.4006118579
1731	0.4006093886
1732	0.4006082336
1733	0.4006050719
1734	0.4006016275
1735	0.4005982866
1736	0.4005949882
1737	0.4005909596
1738	0.4005877212
1739	0.4005851096
1740	0.4005815694
1741	0.4005791308
1742	0.400576542
1743	0.4005728187
1744	0.4005709448
1745	0.4005689268
1746	0.4005659082
1747	0.4005637236
1748	0.4005608587
1749	0.4005577233
1750	0.4005539616
1751	0.4005505232
1752	0.4005465711
1753	0.4005444828
1754	0.4005404309
1755	0.4005370988
1756	0.4005351448
1757	0.4005317606
1758	0.4005295455
1759	0.4005259402
1760	0.4005230082
1761	0.4005198199
1762	0.4005183158
1763	0.4005155769
1764	0.4005136868
1765	0.400510907
1766	0.4005079074
1767	0.4005038812
1768	0.4005005445
1769	0.4004971569
1770	0.4004948052
1771	0.4004912225
1772	0.4004885666
1773	0.4004861053
1774	0.4004823981
1775	0.4004797707
1776	0.4004777883
1777	0.4004747206
1778	0.4004719163
1779	0.4004692309
1780	0.4004667016
1781	0.4004644222
1782	0.4004622297
1783	0.4004590426
1784	0.4004565292
1785	0.4004532362
1786	0.4004500433
1787	0.4004491176
1788	0.4004468115
1789	0.4004447949
1790	0.4004423845
1791	0.4004395379
1792	0.4004366341
1793	0.4004337453
1794	0.4004305004
1795	0.4004277247
1796	0.4004248417
1797	0.4004223167
1798	0.4004197074
1799	0.4004178551
1800	0.4004147709
1801	0.4004111736
1802	0.4004091261
1803	0.4004077732
1804	0.4004051986
1805	0.4004038372
1806	0.4004010399
1807	0.4003988954
1808	0.4003964792
1809	0.4003927961
1810	0.4003902439
1811	0.400386956
1812	0.4003841379
1813	0.400381907
1814	0.4003788561
1815	0.4003760906
1816	0.4003732883
1817	0.4003698775
1818	0.400366911
1819	0.4003623413
1820	0.4003596627
1821	0.4003576069
1822	0.4003547865
1823	0.4003533055
1824	0.4003506545
1825	0.4003482172
1826	0.4003451764
1827	0.4003435185
1828	0.4003408536
1829	0.4003380942
1830	0.4003370935
1831	0.400334488
1832	0.400331862
1833	0.4003293223
1834	0.4003274427
1835	0.4003238209
1836	0.4003213439
1837	0.4003186987
1838	0.4003161567
1839	0.4003146581
1840	0.40031235
1841	0.4003099892
1842	0.4003070296
1843	0.4003048728
1844	0.4003023386
1845	0.4003011681
1846	0.4002979777
1847	0.4002961091
1848	0.4002938567
1849	0.4002909575
1850	0.4002879821
1851	0.4002847226
1852	0.4002832813
1853	0.400281587
1854	0.4002795527
1855	0.400278042
1856	0.4002760986
1857	0.4002733289
1858	0.4002712927
1859	0.4002676604
1860	0.400265425
1861	0.4002626129
1862	0.4002592464
1863	0.4002572377
1864	0.4002552913
1865	0.4002544108
1866	0.4002505471
1867	0.4002480866
1868	0.4002472946
1869	0.40024436
1870	0.4002430046
1871	0.400240728
1872	0.4002382828
1873	0.4002370388
1874	0.4002342781
1875	0.4002315196
1876	0.4002286746
1877	0.4002265406
1878	0.4002251238
1879	0.4002232879
1880	0.4002212243
1881	0.4002201191
1882	0.4002183816
1883	0.4002164195
1884	0.400213489
1885	0.4002094294
1886	0.40020756
1887	0.4002037585
1888	0.4002010539
1889	0.4001981669
1890	0.4001944938
1891	0.4001909296
1892	0.4001874136
1893	0.4001842379
1894	0.4001808996
1895	0.4001776527
1896	0.4001745983
1897	0.4001719049
1898	0.400169675
1899	0.4001662078
1900	0.4001633672
1901	0.4001596807
1902	0.4001562887
1903	0.4001541953
1904	0.4001513569
1905	0.400148453
1906	0.4001457358
1907	0.4001428552
1908	0.4001398339
1909	0.4001380245
1910	0.4001347231
1911	0.4001321209
1912	0.4001289756
1913	0.4001258829
1914	0.4001229438
1915	0.4001199854
1916	0.4001180799
1917	0.4001155662
1918	0.4001132035
1919	0.4001097172
1920	0.400107119
1921	0.4001043407
1922	0.4001024559
1923	0.4000998063
1924	0.4000972076
1925	0.4000942407
1926	0.4000915187
1927	0.400088289
1928	0.4000852712
1929	0.4000824059
1930	0.4000798508
1931	0.4000770392
1932	0.4000740712
1933	0.4000707473
1934	0.4000678317
1935	0.4000665788
1936	0.4000664837
1937	0.4000649546
1938	0.4000625307
1939	0.4000601076
1940	0.4000576362
1941	0.4000557348
1942	0.4000529596
1943	0.4000521146
1944	0.4000500955
1945	0.4000469526
1946	0.4000449368
1947	0.4000413729
1948	0.4000381909
1949	0.4000362875
1950	0.4000342356
1951	0.400032545
1952	0.4000301379
1953	0.4000276708
1954	0.4000247199
1955	0.4000218223
1956	0.4000200764
1957	0.4000176924
1958	0.4000152099
1959	0.4000119462
1960	0.4000090858
1961	0.400006291
1962	0.4000041045
1963	0.4000011254
1964	0.3999983203
1965	0.3999970738
1966	0.3999948478
1967	0.3999914973
1968	0.3999891426
1969	0.3999872777
1970	0.3999848195
1971	0.3999820698
1972	0.3999790713
1973	0.3999761565
1974	0.3999735528
1975	0.3999718685
1976	0.399970437
1977	0.3999687604
1978	0.3999660496
1979	0.3999619122
1980	0.3999589509
1981	0.3999562801
1982	0.3999528216
1983	0.3999499478
1984	0.3999470036
1985	0.3999445764
1986	0.3999409877
1987	0.3999380408
1988	0.3999344117
1989	0.3999317968
1990	0.3999290887
1991	0.3999269273
1992	0.3999252929
1993	0.3999231253
1994	0.3999210715
1995	0.3999184327
1996	0.3999163091
1997	0.3999128363
1998	0.3999092924
1999	0.3999061495
